Program,Threads,CommandIndex,Command,Run,Output
minizpar,4,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,3,$'# elapsed time (parallel_miniz): 10.3914s\nExiting with Success'
minizpar,4,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,3,$'# elapsed time (parallel_miniz): 1.62026s\nExiting with Success'
minizpar,4,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,3,$'# elapsed time (parallel_miniz): 17.7803s\nExiting with Success'
minizpar,4,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,3,$'# elapsed time (parallel_miniz): 3.77304s\nExiting with Success'
minizpar,4,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,3,$'# elapsed time (parallel_miniz): 9.49289s\nExiting with Success'
minizpar,4,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,3,$'# elapsed time (parallel_miniz): 1.0534s\nExiting with Success'
minizpar,4,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,4,$'# elapsed time (parallel_miniz): 8.77787s\nExiting with Success'
minizpar,4,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,4,$'# elapsed time (parallel_miniz): 1.04165s\nExiting with Success'
minizpar,4,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,4,$'# elapsed time (parallel_miniz): 14.7294s\nExiting with Success'
minizpar,4,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,4,$'# elapsed time (parallel_miniz): 2.54338s\nExiting with Success'
minizpar,4,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,4,$'# elapsed time (parallel_miniz): 12.2327s\nExiting with Success'
minizpar,4,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,4,$'# elapsed time (parallel_miniz): 0.878759s\nExiting with Success'
minizpar,4,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,5,$'# elapsed time (parallel_miniz): 9.9447s\nExiting with Success'
minizpar,4,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,5,$'# elapsed time (parallel_miniz): 0.824872s\nExiting with Success'
minizpar,4,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,5,$'# elapsed time (parallel_miniz): 14.5663s\nExiting with Success'
minizpar,4,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,5,$'# elapsed time (parallel_miniz): 1.56916s\nExiting with Success'
minizpar,4,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,5,$'# elapsed time (parallel_miniz): 12.6449s\nExiting with Success'
minizpar,4,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,5,$'# elapsed time (parallel_miniz): 0.855445s\nExiting with Success'
minizpar,4,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,6,$'# elapsed time (parallel_miniz): 10.9444s\nExiting with Success'
minizpar,4,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,6,$'# elapsed time (parallel_miniz): 0.830338s\nExiting with Success'
minizpar,4,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,6,$'# elapsed time (parallel_miniz): 19.9016s\nExiting with Success'
minizpar,4,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,6,$'# elapsed time (parallel_miniz): 1.32504s\nExiting with Success'
minizpar,4,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,6,$'# elapsed time (parallel_miniz): 13.2873s\nExiting with Success'
minizpar,4,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,6,$'# elapsed time (parallel_miniz): 1.24435s\nExiting with Success'
minizpar,4,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,7,$'# elapsed time (parallel_miniz): 10.6997s\nExiting with Success'
minizpar,4,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,7,$'# elapsed time (parallel_miniz): 1.02082s\nExiting with Success'
minizpar,4,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,7,$'# elapsed time (parallel_miniz): 16.8649s\nExiting with Success'
minizpar,4,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,7,$'# elapsed time (parallel_miniz): 0.941586s\nExiting with Success'
minizpar,4,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,7,$'# elapsed time (parallel_miniz): 13.0883s\nExiting with Success'
minizpar,4,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,7,$'# elapsed time (parallel_miniz): 1.13727s\nExiting with Success'
minizpar,4,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,8,$'# elapsed time (parallel_miniz): 8.02737s\nExiting with Success'
minizpar,4,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,8,$'# elapsed time (parallel_miniz): 1.06696s\nExiting with Success'
minizpar,4,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,8,$'# elapsed time (parallel_miniz): 18.6316s\nExiting with Success'
minizpar,4,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,8,$'# elapsed time (parallel_miniz): 2.52155s\nExiting with Success'
minizpar,4,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,8,$'# elapsed time (parallel_miniz): 9.2861s\nExiting with Success'
minizpar,4,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,8,$'# elapsed time (parallel_miniz): 0.943097s\nExiting with Success'
minizpar,4,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,9,$'# elapsed time (parallel_miniz): 8.1299s\nExiting with Success'
minizpar,4,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,9,$'# elapsed time (parallel_miniz): 0.860953s\nExiting with Success'
minizpar,4,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,9,$'# elapsed time (parallel_miniz): 18.279s\nExiting with Success'
minizpar,4,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,9,$'# elapsed time (parallel_miniz): 1.70361s\nExiting with Success'
minizpar,4,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,9,$'# elapsed time (parallel_miniz): 8.25721s\nExiting with Success'
minizpar,4,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,9,$'# elapsed time (parallel_miniz): 0.827658s\nExiting with Success'
minizpar,4,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,10,$'# elapsed time (parallel_miniz): 8.44124s\nExiting with Success'
minizpar,4,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,10,$'# elapsed time (parallel_miniz): 0.830726s\nExiting with Success'
minizpar,4,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,10,$'# elapsed time (parallel_miniz): 14.3908s\nExiting with Success'
minizpar,4,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,10,$'# elapsed time (parallel_miniz): 2.52083s\nExiting with Success'
minizpar,4,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,10,$'# elapsed time (parallel_miniz): 8.36661s\nExiting with Success'
minizpar,4,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,10,$'# elapsed time (parallel_miniz): 2.03894s\nExiting with Success'
minizpar,8,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,1,$'# elapsed time (parallel_miniz): 7.50782s\nExiting with Success'
minizpar,8,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,1,$'# elapsed time (parallel_miniz): 0.821886s\nExiting with Success'
minizpar,8,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,1,$'# elapsed time (parallel_miniz): 11.2195s\nExiting with Success'
minizpar,8,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,1,$'# elapsed time (parallel_miniz): 2.32547s\nExiting with Success'
minizpar,8,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,1,$'# elapsed time (parallel_miniz): 9.80984s\nExiting with Success'
minizpar,8,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,1,$'# elapsed time (parallel_miniz): 1.86582s\nExiting with Success'
minizpar,8,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,2,$'# elapsed time (parallel_miniz): 8.37488s\nExiting with Success'
minizpar,8,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,2,$'# elapsed time (parallel_miniz): 0.84712s\nExiting with Success'
minizpar,8,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,2,$'# elapsed time (parallel_miniz): 15.7773s\nExiting with Success'
minizpar,8,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,2,$'# elapsed time (parallel_miniz): 3.68062s\nExiting with Success'
minizpar,8,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,2,$'# elapsed time (parallel_miniz): 10.31272s\nExiting with Success'
minizpar,8,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,2,$'# elapsed time (parallel_miniz): 3.27927s\nExiting with Success'
minizpar,8,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,3,$'# elapsed time (parallel_miniz): 5.92341s\nExiting with Success'
minizpar,8,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,3,$'# elapsed time (parallel_miniz): 0.914541s\nExiting with Success'
minizpar,8,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,3,$'# elapsed time (parallel_miniz): 15.452s\nExiting with Success'
minizpar,8,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,3,$'# elapsed time (parallel_miniz): 4.60057s\nExiting with Success'
minizpar,8,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,3,$'# elapsed time (parallel_miniz): 8.25819s\nExiting with Success'
minizpar,8,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,3,$'# elapsed time (parallel_miniz): 1.04539s\nExiting with Success'
minizpar,8,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,4,$'# elapsed time (parallel_miniz): 6.75125s\nExiting with Success'
minizpar,8,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,4,$'# elapsed time (parallel_miniz): 1.29511s\nExiting with Success'
minizpar,8,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,4,$'# elapsed time (parallel_miniz): 15.6484s\nExiting with Success'
minizpar,8,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,4,$'# elapsed time (parallel_miniz): 3.77381s\nExiting with Success'
minizpar,8,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,4,$'# elapsed time (parallel_miniz): 9.3265s\nExiting with Success'
minizpar,8,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,4,$'# elapsed time (parallel_miniz): 0.822483s\nExiting with Success'
minizpar,8,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,5,$'# elapsed time (parallel_miniz): 7.28885s\nExiting with Success'
minizpar,8,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,5,$'# elapsed time (parallel_miniz): 0.821755s\nExiting with Success'
minizpar,8,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,5,$'# elapsed time (parallel_miniz): 8.83431s\nExiting with Success'
minizpar,8,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,5,$'# elapsed time (parallel_miniz): 1.8295s\nExiting with Success'
minizpar,8,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,5,$'# elapsed time (parallel_miniz): 8.13655s\nExiting with Success'
minizpar,8,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,5,$'# elapsed time (parallel_miniz): 3.37041s\nExiting with Success'
minizpar,8,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,6,$'# elapsed time (parallel_miniz): 7.98164s\nExiting with Success'
minizpar,8,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,6,$'# elapsed time (parallel_miniz): 0.858693s\nExiting with Success'
minizpar,8,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,6,$'# elapsed time (parallel_miniz): 11.0263s\nExiting with Success'
minizpar,8,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,6,$'# elapsed time (parallel_miniz): 2.26705s\nExiting with Success'
minizpar,8,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,6,$'# elapsed time (parallel_miniz): 8.80645s\nExiting with Success'
minizpar,8,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,6,$'# elapsed time (parallel_miniz): 2.58993s\nExiting with Success'
minizpar,8,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,7,$'# elapsed time (parallel_miniz): 7.71087s\nExiting with Success'
minizpar,8,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,7,$'# elapsed time (parallel_miniz): 0.855711s\nExiting with Success'
minizpar,8,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,7,$'# elapsed time (parallel_miniz): 11.5264s\nExiting with Success'
minizpar,8,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,7,$'# elapsed time (parallel_miniz): 1.75652s\nExiting with Success'
minizpar,8,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,7,$'# elapsed time (parallel_miniz): 8.95686s\nExiting with Success'
minizpar,8,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,7,$'# elapsed time (parallel_miniz): 3.31521s\nExiting with Success'
minizpar,8,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,8,$'# elapsed time (parallel_miniz): 5.25251s\nExiting with Success'
minizpar,8,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,8,$'# elapsed time (parallel_miniz): 0.819234s\nExiting with Success'
minizpar,8,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,8,$'# elapsed time (parallel_miniz): 10.048s\nExiting with Success'
minizpar,8,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,8,$'# elapsed time (parallel_miniz): 3.18371s\nExiting with Success'
minizpar,8,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,8,$'# elapsed time (parallel_miniz): 9.018s\nExiting with Success'
minizpar,8,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,8,$'# elapsed time (parallel_miniz): 0.82943s\nExiting with Success'
minizpar,8,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,9,$'# elapsed time (parallel_miniz): 8.5824s\nExiting with Success'
minizpar,8,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,9,$'# elapsed time (parallel_miniz): 0.955689s\nExiting with Success'
minizpar,8,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,9,$'# elapsed time (parallel_miniz): 10.8711s\nExiting with Success'
minizpar,8,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,9,$'# elapsed time (parallel_miniz): 3.10924s\nExiting with Success'
minizpar,8,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,9,$'# elapsed time (parallel_miniz): 7.56625s\nExiting with Success'
minizpar,8,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,9,$'# elapsed time (parallel_miniz): 0.818929s\nExiting with Success'
minizpar,8,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,10,$'# elapsed time (parallel_miniz): 7.87202s\nExiting with Success'
minizpar,8,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,10,$'# elapsed time (parallel_miniz): 0.861431s\nExiting with Success'
minizpar,8,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,10,$'# elapsed time (parallel_miniz): 12.039s\nExiting with Success'
minizpar,8,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,10,$'# elapsed time (parallel_miniz): 4.02388s\nExiting with Success'
minizpar,8,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,10,$'# elapsed time (parallel_miniz): 7.25646s\nExiting with Success'
minizpar,8,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,10,$'# elapsed time (parallel_miniz): 3.47698s\nExiting with Success'
minizpar,16,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,1,$'# elapsed time (parallel_miniz): 5.20519s\nExiting with Success'
minizpar,16,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,1,$'# elapsed time (parallel_miniz): 1.42636s\nExiting with Success'
minizpar,16,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,1,$'# elapsed time (parallel_miniz): 11.5284s\nExiting with Success'
minizpar,16,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,1,$'# elapsed time (parallel_miniz): 2.98095s\nExiting with Success'
minizpar,16,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,1,$'# elapsed time (parallel_miniz): 4.26391s\nExiting with Success'
minizpar,16,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,1,$'# elapsed time (parallel_miniz): 0.913467s\nExiting with Success'
minizpar,16,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,2,$'# elapsed time (parallel_miniz): 4.8534s\nExiting with Success'
minizpar,16,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,2,$'# elapsed time (parallel_miniz): 1.22453s\nExiting with Success'
minizpar,16,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,2,$'# elapsed time (parallel_miniz): 11.9443s\nExiting with Success'
minizpar,16,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,2,$'# elapsed time (parallel_miniz): 2.12551s\nExiting with Success'
minizpar,16,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,2,$'# elapsed time (parallel_miniz): 6.13753s\nExiting with Success'
minizpar,16,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,2,$'# elapsed time (parallel_miniz): 1.137s\nExiting with Success'
minizpar,16,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,3,$'# elapsed time (parallel_miniz): 4.65193s\nExiting with Success'
minizpar,16,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,3,$'# elapsed time (parallel_miniz): 0.914577s\nExiting with Success'
minizpar,16,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,3,$'# elapsed time (parallel_miniz): 9.5288s\nExiting with Success'
minizpar,16,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,3,$'# elapsed time (parallel_miniz): 1.58953s\nExiting with Success'
minizpar,16,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,3,$'# elapsed time (parallel_miniz): 6.7297s\nExiting with Success'
minizpar,16,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,3,$'# elapsed time (parallel_miniz): 1.45673s\nExiting with Success'
minizpar,16,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,4,$'# elapsed time (parallel_miniz): 5.62634s\nExiting with Success'
minizpar,16,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,4,$'# elapsed time (parallel_miniz): 1.69949s\nExiting with Success'
minizpar,16,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,4,$'# elapsed time (parallel_miniz): 8.1465s\nExiting with Success'
minizpar,16,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,4,$'# elapsed time (parallel_miniz): 1.52629s\nExiting with Success'
minizpar,16,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,4,$'# elapsed time (parallel_miniz): 9.41693s\nExiting with Success'
minizpar,16,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,4,$'# elapsed time (parallel_miniz): 0.784453s\nExiting with Success'
minizpar,16,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,5,$'# elapsed time (parallel_miniz): 5.68859s\nExiting with Success'
minizpar,16,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,5,$'# elapsed time (parallel_miniz): 0.878362s\nExiting with Success'
minizpar,16,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,5,$'# elapsed time (parallel_miniz): 11.8865s\nExiting with Success'
minizpar,16,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,5,$'# elapsed time (parallel_miniz): 1.5776s\nExiting with Success'
minizpar,16,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,5,$'# elapsed time (parallel_miniz): 4.45109s\nExiting with Success'
minizpar,16,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,5,$'# elapsed time (parallel_miniz): 2.95964s\nExiting with Success'
minizpar,16,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,6,$'# elapsed time (parallel_miniz): 5.93544s\nExiting with Success'
minizpar,16,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,6,$'# elapsed time (parallel_miniz): 2.04476s\nExiting with Success'
minizpar,16,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,6,$'# elapsed time (parallel_miniz): 10.6303s\nExiting with Success'
minizpar,16,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,6,$'# elapsed time (parallel_miniz): 1.88098s\nExiting with Success'
minizpar,16,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,6,$'# elapsed time (parallel_miniz): 8.38449s\nExiting with Success'
minizpar,16,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,6,$'# elapsed time (parallel_miniz): 1.20428s\nExiting with Success'
minizpar,16,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,7,$'# elapsed time (parallel_miniz): 6.00045s\nExiting with Success'
minizpar,16,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,7,$'# elapsed time (parallel_miniz): 0.842972s\nExiting with Success'
minizpar,16,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,7,$'# elapsed time (parallel_miniz): 8.2856s\nExiting with Success'
minizpar,16,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,7,$'# elapsed time (parallel_miniz): 1.2087s\nExiting with Success'
minizpar,16,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,7,$'# elapsed time (parallel_miniz): 7.44786s\nExiting with Success'
minizpar,16,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,7,$'# elapsed time (parallel_miniz): 2.59991s\nExiting with Success'
minizpar,16,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,8,$'# elapsed time (parallel_miniz): 6.1654s\nExiting with Success'
minizpar,16,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,8,$'# elapsed time (parallel_miniz): 1.40566s\nExiting with Success'
minizpar,16,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,8,$'# elapsed time (parallel_miniz): 9.2998s\nExiting with Success'
minizpar,16,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,8,$'# elapsed time (parallel_miniz): 2.42285s\nExiting with Success'
minizpar,16,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,8,$'# elapsed time (parallel_miniz): 7.5862s\nExiting with Success'
minizpar,16,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,8,$'# elapsed time (parallel_miniz): 5.05187s\nExiting with Success'
minizpar,16,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,9,$'# elapsed time (parallel_miniz): 5.42322s\nExiting with Success'
minizpar,16,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,9,$'# elapsed time (parallel_miniz): 0.831522s\nExiting with Success'
minizpar,16,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,9,$'# elapsed time (parallel_miniz): 8.1332s\nExiting with Success'
minizpar,16,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,9,$'# elapsed time (parallel_miniz): 3.40059s\nExiting with Success'
minizpar,16,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,9,$'# elapsed time (parallel_miniz): 8.5532s\nExiting with Success'
minizpar,16,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,9,$'# elapsed time (parallel_miniz): 1.65568s\nExiting with Success'
minizpar,16,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,10,$'# elapsed time (parallel_miniz): 6.73379s\nExiting with Success'
minizpar,16,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,10,$'# elapsed time (parallel_miniz): 1.55088s\nExiting with Success'
minizpar,16,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,10,$'# elapsed time (parallel_miniz): 8.4129s\nExiting with Success'
minizpar,16,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,10,$'# elapsed time (parallel_miniz): 1.2697s\nExiting with Success'
minizpar,16,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,10,$'# elapsed time (parallel_miniz): 4.53229s\nExiting with Success'
minizpar,16,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,10,$'# elapsed time (parallel_miniz): 0.896028s\nExiting with Success'
minizpar,32,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,1,$'# elapsed time (parallel_miniz): 4.25248s\nExiting with Success'
minizpar,32,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,1,$'# elapsed time (parallel_miniz): 0.82993s\nExiting with Success'
minizpar,32,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,1,$'# elapsed time (parallel_miniz): 5.8899s\nExiting with Success'
minizpar,32,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,1,$'# elapsed time (parallel_miniz): 0.89703s\nExiting with Success'
minizpar,32,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,1,$'# elapsed time (parallel_miniz): 5.49362s\nExiting with Success'
minizpar,32,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,1,$'# elapsed time (parallel_miniz): 0.790672s\nExiting with Success'
minizpar,32,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,2,$'# elapsed time (parallel_miniz): 3.53967s\nExiting with Success'
minizpar,32,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,2,$'# elapsed time (parallel_miniz): 0.73333s\nExiting with Success'
minizpar,32,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,2,$'# elapsed time (parallel_miniz): 5.6319s\nExiting with Success'
minizpar,32,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,2,$'# elapsed time (parallel_miniz): 1.203921s\nExiting with Success'
minizpar,32,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,2,$'# elapsed time (parallel_miniz): 4.89844s\nExiting with Success'
minizpar,32,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,2,$'# elapsed time (parallel_miniz): 0.819658s\nExiting with Success'
minizpar,32,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,3,$'# elapsed time (parallel_miniz): 4.48653s\nExiting with Success'
minizpar,32,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,3,$'# elapsed time (parallel_miniz): 0.931424s\nExiting with Success'
minizpar,32,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,3,$'# elapsed time (parallel_miniz): 5.4559s\nExiting with Success'
minizpar,32,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,3,$'# elapsed time (parallel_miniz): 0.88145s\nExiting with Success'
minizpar,32,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,3,$'# elapsed time (parallel_miniz): 4.2128s\nExiting with Success'
minizpar,32,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,3,$'# elapsed time (parallel_miniz): 0.910985s\nExiting with Success'
minizpar,32,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,4,$'# elapsed time (parallel_miniz): 3.66258s\nExiting with Success'
minizpar,32,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,4,$'# elapsed time (parallel_miniz): 0.98076s\nExiting with Success'
minizpar,32,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,4,$'# elapsed time (parallel_miniz): 5.9991s\nExiting with Success'
minizpar,32,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,4,$'# elapsed time (parallel_miniz): 0.96085s\nExiting with Success'
minizpar,32,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,4,$'# elapsed time (parallel_miniz): 4.30572s\nExiting with Success'
minizpar,32,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,4,$'# elapsed time (parallel_miniz): 0.979566s\nExiting with Success'
minizpar,32,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,5,$'# elapsed time (parallel_miniz): 3.90963s\nExiting with Success'
